subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/manufacturer>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/wattage>||<http://schema.org/Product/weight>||<http://schema.org/Product/phone_carrier>||<http://schema.org/Product/processor_type>||<http://schema.org/Product/front_cam_resolution>||<http://schema.org/Product/memory>||<http://schema.org/Product/width>||<http://schema.org/Product/body_material>||<http://schema.org/Product/depth>||<http://schema.org/Product/brand>||<http://schema.org/Product/display_resolution>||<http://schema.org/Product/phone_type>||<http://schema.org/Product/height>||<http://schema.org/Product/product_type>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/computer_operating_system>||<http://schema.org/Product/display_size>||<http://schema.org/Product/color>||<http://schema.org/Product/dimensions>||<http://schema.org/Product/rear_cam_resolution>||<http://schema.org/Product/ram>||<http://schema.org/Product/product_code>||<http://schema.org/Product/mpn>||<http://schema.org/Product/url>||<http://schema.org/Product/modelnum>||
http://dws.products.wdc/node2cc32c22a64b313b56bada4da98985b||ebay.com0.warc.nq.gz||||||||||||aluminium, graphite, frost||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||||||||h1512||http://www.ebay.com/itm/huawei-google-nexus-6p-h1512-64gb-factory-unlocked-5-7-silver-white-grey/191765392545?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33877%26meid%3dc4d476cc1a2a487f98bc4ffd2ced72f1%26pid%3d100005%26rk%3d1%26rkt%3d6%26sd%3d151967267484&rt=nc||||
http://dws.products.wdc/nodeaef93aa3a8149783a14cde14d453e1f8||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||brown||||||||||lg g4 h815 leather brown 32gb||http://www.ebay.com/itm/open-box-lg-g4-h815-leather-brown-32gb-factory-unlocked-5-5-qhd-3gb-ram/191757245046?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34862%26meid%3d7cd4664ac9674a6ba62149aaa594c5f4%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d371356719862||||
http://dws.products.wdc/nodecb462556f50d82e852ec247e99133b5||ebay.com0.warc.nq.gz||||||1830 mah||4.73 oz||||quad core||||8gb||2.6 in||||0.4 in||nokia||480 x 854 pixels||lumia 635||5.1 in||||<http://schema.org/Product>||||4.5 in||black||||5 mp||||||||http://www.ebay.com/itm/at-t-nokia-lumia-635-black-no-contract-brand-new/111894364347?_trksid=p2047675.c100012.m1985&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35316%26meid%3ddab1ecfde3d343f391714ac3dbc4e58e%26pid%3d100012%26rk%3d9%26rkt%3d10%26mehot%3dlo%26sd%3d361483458794||||
http://dws.products.wdc/node181f23de6e121ed3524e410240b7ae||microcenter.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black/white||||||||848709020598||||http://www.microcenter.com/product/446373/candyshell_grip_for_samsung_galaxy_s6_edge_-_white-black||||
http://dws.products.wdc/node4072d8f84e37145a416199dc5345a488||bestbuy.com0.warc.nq.gz||||||||||||||||||||||||||||||||glasses||<http://schema.org/Product>||||||black||||||||||||http://www.bestbuy.com/site/accessory-power-3d-virtual-reality-headset-glasses-for-3d-vr-apps-and-split-screen-videos-black/1314071984.p?id=mp1314071984&skuid=1314071984||||
http://dws.products.wdc/nodef416ac516bfdc20c4efa61f35a04cdb||ebay.com0.warc.nq.gz||||||2840 mah||5.54 oz||||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||821793045111||6735a||http://www.ebay.com/itm/mint-condition-gunmetal-gray-htc-one-m9-32gb-at-t-clean-imei-more/321988900248?_trksid=p2047675.c100011.m1850&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35217%26meid%3d1442368dc16f4f87952b662ae0f65f0f%26pid%3d100011%26rk%3d3%26rkt%3d10%26mehot%3dlo%26sd%3d121879448121||||
http://dws.products.wdc/nodeaf1966b99cb8d6493a120d62787137||bestbuy.com0.warc.nq.gz||||||||||||||||||||||||fosmon||||||||||<http://schema.org/Product>||||||black||||||||||||http://www.bestbuy.com/site/fosmon-protective-heavy-duty-detachable-dual-layer-rugged-case-with-kickstand-for-google-huawei-nexus-6p-black/1314388402.p?id=mp1314388402&skuid=1314388402||||
http://dws.products.wdc/nodec5e3616d1f2cb391b66bb25703e2aa9||ebay.com1.warc.nq.gz||||885909727452||1560 mah||3.95 oz||at&t||||||16gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5s||4.87 in.||smartphone||<http://schema.org/Product>||||4 in||silver||||8 mp||||||me306ll/a||http://www.ebay.com/itm/apple-iphone-5s-16gb-silver-at-t-smartphone-/151973778449||||
http://dws.products.wdc/noded1df2fda3631e7ad09cde2bc6e5c298||alibaba.com0.warc.nq.gz||guangdong, china (mainland)||||||||||||||||||||||apple iphones||||||||||<http://schema.org/Product>||||perfect fit||black, white, transparent, or with painting, can be customized||||||||||||http://www.alibaba.com/product-detail/2015-minion-mobile-phone-case-for_1215151101.html||||
http://dws.products.wdc/nodebad9d04baa61498debe6dba880414e18||macmall.com0.warc.nq.gz||||||||1.59 oz||||||||||3.1 in||||0.6 in||||||||5.8 in||||<http://schema.org/Product>||||||black||||||||||||http://www.macmall.com/p/trident-case-cellular-telephony/product%7edpno%7e13453319%7epdp.jagfhgc||||
http://dws.products.wdc/node383d445b198ca681f5c880f259494895||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||htc||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||gray||||||3gb||||does not apply||http://www.ebay.com/itm/huawei-nexus-6p-64gb-5-7-12mp-octa-core-3gb-graphite-android-phone-usa-freeship-/272085044940?hash=item3f59884ecc:g:je4aaoswhkrweksu||||
http://dws.products.wdc/node507af434adee823119eafd3457d0555b||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||medium||orange||9.00 x 9.00 x 1.50 in||||||||||http://www.newegg.com/product/product.aspx?item=9sia36739b0075&cm_re=htc_one_m9-_-9sia36739b0075-_-product||||
http://dws.products.wdc/nodebadb2460239e7568566af63c359d2cea||walmart.com4.warc.nq.gz||||||||||||||||||||||||otterbox||||77-50217||||||<http://schema.org/Product>||||||black||7.50 x 4.30 x 1.10 in||||||||77-50217||http://www.walmart.com/ip/otterbox-commuter-series-case-for-apple-iphone-6/40150286?action=product_interest&action_type=title&item_id=40150286&placement_id=irs-2-m3&strategy=pwbab&visitor_id&category=&client_guid=fe9e6ed3-75f8-47e7-9fe5-a8b2f1a162f5&customer_id_enc&config_id=2&parent_item_id=39603793&parent_anchor_item_id&guid=746cbcb7-7e3b-4675-a614-277acf5a7757&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||||
http://dws.products.wdc/node1bf1a3967965347e665f0aaac922a2f||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||http://www.tesco.com/direct/ballistic-iphone-6-plus-tough-jacket-black/511-7504.prd?pagelevel=&skuid=511-7504||||
http://dws.products.wdc/node3dd575a0dbd8f45ff0cda89e2ce181ef||ebay.com0.warc.nq.gz||||821793045111||2840mah||5.54 oz||at&t||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||||6735a||http://www.ebay.com/itm/unlocked-htc-one-m9-32gb-gray-at-t-t-mobile-cricket-straight-talk-h2o-lte-great/321997101427?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20150604093004%26meid%3d1fab89562205430c812a5a03ec7d2b47%26pid%3d100005%26rk%3d1%26rkt%3d6%26sd%3d262272888203&rt=nc||||
http://dws.products.wdc/node0643f1b1f12ba371f0d1fc4c9645e||ebay.com1.warc.nq.gz||||492550200441, 885909599653, 885909599691||1440mah||3.95 oz||at&t||||||32gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5||4.87 in||smartphone||<http://schema.org/Product>||||4 in||black & slate||||8 mp||||||md636ll/a||http://www.ebay.com/itm/apple-iphone-5-32gb-black-slate-at-t-smartphone-in-excellent-condition-/321981620699?hash=item4af799a1db:g:emgaaoswa-dwnnmw||||
http://dws.products.wdc/nodee4e7a2817551f6487e17d6873261ae7||ebay.com0.warc.nq.gz||||||||||||aluminium, graphite, frost||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||||||||h1512||http://www.ebay.com/itm/huawei-google-nexus-6p-h1512-64gb-factory-unlocked-5-7-silver-white-grey/191765392545?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35218%26meid%3de0f271691a8f429a80618bd262b1d4aa%26pid%3d100005%26rk%3d3%26rkt%3d6%26sd%3d301862836615&rt=nc||||
http://dws.products.wdc/node3b207115ef2631e98e4665543337d9f||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||16gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s||7.0 millimetre||||<http://schema.org/Product>||ios 9||4.7 in||silver||||||n/a||||||http://www.tesco.com/direct/iphone-6s-16gb-silver/423-0768.prd?pagelevel=&skuid=423-0768||||
http://dws.products.wdc/nodeba7c7322b4ec1dca8913f4076f82229||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||blue||||||||||||http://www.tesco.com/direct/pro-tec-iphone-6-rugged-case-blue/574-2721.prd?pagelevel=&skuid=574-2721||||
http://dws.products.wdc/node1b997058bcc835140cd5c8758cc881d||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||ios - apple||||||||||||||||http://www.ebay.com/itm/apple-iphone-4s-32gb-factory-unlocked-black-and-white-smartphone-/121825022880?var=&hash=item1c5d5653a0:m:mjywv5k2b6iqp27p3j8quca||||
http://dws.products.wdc/node13c25738cf0ca2b44f12ef5411fb||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||128gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s plus||7.0 millimetre||||<http://schema.org/Product>||ios 9||5.5 in||silver||||||n/a||||||http://www.tesco.com/direct/iphone-6s-plus-128gb-silver/675-7637.prd?pagelevel=&skuid=675-7637||||
http://dws.products.wdc/node2c83957e1d84e4f1dd96db182e31b8||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s plus||7.0 millimetre||||<http://schema.org/Product>||ios 9||5.5 in||silver||||||n/a||||||http://www.tesco.com/direct/iphone-6s-plus-64gb-silver/642-5153.prd?pagelevel=&skuid=642-5153||||
http://dws.products.wdc/node185e71be01ad0fb7f992cba6782aa15||shop.com0.warc.nq.gz||||||||||||||||64gb||||||||apple||||iphone 6 plus||||phone||<http://schema.org/Product>||ios8||||||||||||||||http://www.shop.com/apple+iphone+6s+plus+64gb+space+gray+verizon+wireless+-1106358038-o+.xhtml||||
http://dws.products.wdc/nodecb2b1f9e511ca2cfcb41ea2e125aea78||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/cute-cartoon-printing-wallet-leather-case-for-huawei-nexus-6p-huawei-honor-6-magnetic-cover-with/32603386048.html?ws_ab_test=searchweb201556_3%2csearchweb201644_2_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=40be72c2-b52c-44dd-b35a-5cdbcf5aff42&_escaped_fragment_=||||
http://dws.products.wdc/node64698a95de2cf08f47a2ed11a421e11||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||brown leather colors||||||3gb||||lg g4 h815 32gb||http://www.ebay.com/itm/new-lg-g4-h815-32gb-hexa-core-factory-unlocked-5-5-qhd-16mp-brown-leather/262254349518?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20150604093004%26meid%3d305dab29aa3743d7b2c8089e09ff51f6%26pid%3d100005%26rk%3d4%26rkt%3d6%26sd%3d191590784218&rt=nc||||
http://dws.products.wdc/node51151a9d92b2ba45ac2c1564342575a||tesco.com5.warc.nq.gz||||||1830||134.0 gram||||qualcomm snapdragonã¢â€žâ¢ s4, dual-core 1.5 ghz||||8gb||66.7 millimetre||||9.2 millimetre||nokia||||lumia 635||129.5 millimetre||||<http://schema.org/Product>||windows phone 8.1||4.5 in||black||||5 mp||512mb||||||http://www.tesco.com/direct/nokia-lumia-635-black/641-7034.prd?pagelevel=&skuid=641-7034||||
http://dws.products.wdc/nodee7695f362ecb33962e6a3cc57df1fcdc||aliexpress.com0.warc.nq.gz||||||||132 g (4.66 oz)||||dual-core 1.3 ghz swift (arm v7-based)||yes, 1.2 mp, 720p30fps, face detection, facetime over wi-fi or cellular||16/32gb||||||||||||||||||<http://schema.org/Product>||ios 7, upgradable to ios 7.0.4||640 x 1136 pixels, 4.0 inches (~326 ppi pixel density)||white, blue, green, yellow, pink||124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in)||8 mp, 3264x2448 pixels, autofocus, led flash, check quality||||||||http://www.aliexpress.com/item/apple-iphone-5c-16gb-dual-core-original-unlocked-i5c-a5c-ios-8-32gb-4-0-ips/32256424397.html?ws_ab_test=searchweb201556_6%2csearchweb201644_1_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_8%2csearchweb1451318400_-1%2csearchweb1451318411_6451&btsid=1aeda8fe-f344-40e3-9155-077bc12ad766&_escaped_fragment_=||||
http://dws.products.wdc/node3c8ef0d9915f22def37e2b32d9adde7||ebay.com0.warc.nq.gz||||||2915mah||6.07 oz||||||||16gb||3.06 in||||0.28 in||apple||1920 x 1080||iphone 6 plus||6.22 in||||<http://schema.org/Product>||||5.5 in||gold||||8 mp||||885909971541||mgcm2ll/a||http://www.ebay.com/itm/apple-iphone-6-plus-16gb-gold-verizon-smartphone-/222014409126?hash=item33b11709a6:g:-6iaaoswy45upawe||||
http://dws.products.wdc/node76a51aa8111dbe47a16e702f5af93c1d||ebay.com0.warc.nq.gz||china||||||||||||||||||||||htc||||htc one m7||||||<http://schema.org/Product>||||||||||||||||||http://www.ebay.com/itm/htc-one-m7-dummy-display-phone-stock-mock-up-fake-phone-/391019798266?hash=item5b0a989efa:g:fhuaaoswknzuqjya||||
http://dws.products.wdc/noded8c8f3a671a211dbe0256f8755fa7db9||walmart.com0.warc.nq.gz||||||||||not available||||||||||||||insten||||||||||<http://schema.org/Product>||||||purple||||||||||||http://www.walmart.com/ip/insten-insten-purple-stylus-for-htc-one-m7-mytouch-4g-slide-wildfire-s-evo-design-4g-wrap/28879658||||
http://dws.products.wdc/node1dc0516c4be7c8e259811a6543954970||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||16gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s||7.0 millimetre||||<http://schema.org/Product>||ios 9||4.7 in||grey||||||n/a||||||http://www.tesco.com/direct/iphone-6s-16gb-space-grey/191-6223.prd?pagelevel=&skuid=191-6223||||
http://dws.products.wdc/node195ad94b463cd11afbf8b34eaf26a889||ebay.com0.warc.nq.gz||||||||||||aluminium, graphite, frost||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||||||||h1512||http://www.ebay.com/itm/huawei-google-nexus-6p-h1512-64gb-factory-unlocked-5-7-silver-white-grey/191765392545?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35218%26meid%3dbf1b504a227f4369a207fb61f9f3598a%26pid%3d100005%26rk%3d1%26rkt%3d6%26sd%3d141870494075&rt=nc||||
http://dws.products.wdc/node1942cb5a86466bd617fb3d17e0744c68||flipkart.com8.warc.nq.gz||||||||||||||||||||||||yolo||||||||||<http://schema.org/Product>||||||clear||||||||||||http://www.flipkart.com/yolo-o175-screen-guard-apple-iphone-6-plus-f-b/p/itme45nzq6vpygfx?pid=acce45nzcan7sdgs&ref=l%3a-5011598187690704153&srno=b_8||||
http://dws.products.wdc/node4a6ec0a879d9cb5866c44453501c45||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 6||||||<http://schema.org/Product>||||||gold||||||||||||http://www.ebay.com/itm/apple-iphone-6-16gb-at-t-gold-great-condition-/371409928275?hash=item5679c1c053&_sid=2048038||||
http://dws.products.wdc/node6b83d07a947b39d644e44c92b8fdb60||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||ios - apple||3.5 in||||||||||||||http://www.ebay.com/itm/apple-iphone-4s-16gb-factory-unlocked-black-and-white-smartphone-/141807724569?var=&hash=item66a8481bd1&vti=color%09white||||
http://dws.products.wdc/nodebee4b0f8d8a62b54bbd737b4eb82a164||walmart.com4.warc.nq.gz||||||||||||||||||||||||empire||||gv-aip6a-nb||||||<http://schema.org/Product>||||||blue||9.00 x 6.00 x 2.00 in||||||||gv-aip6a-nb||http://www.walmart.com/ip/empire-gruve-full-body-protection-case-for-apple-iphone-6-plus-6s-plus/48842281||||
http://dws.products.wdc/node16fe8777597aac4b6c226f8ee6611616||ebay.com0.warc.nq.gz||||||2840mah||5.54 oz||unlocked||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||||5 in||gold on silver||||20 mp||||||||http://www.ebay.com/itm/neverlocked-htc-one-m9-sim-free-32gb-gold-on-silver-unlocked-/151953698607?hash=item2361256f2f:g:ihoaaoswprrwm9un||||
http://dws.products.wdc/node9d788abf22f866b6cc9818938cc583||ebay.com1.warc.nq.gz||||715660702989||2915mah||6.07 oz||unlocked||||||128gb||3.06 in||||0.28 in||apple||1920 x 1080||iphone 6 plus||6.22 in||smartphone||<http://schema.org/Product>||||5.5 in||gold||||8 mp||||||mg9t2cl/a, ebay_appleiphone6plus128gbgoldunlocked||http://www.ebay.com/itm/apple-iphone-6-plus-latest-model-128gb-gold-unlocked-smartphone-/222015052252?hash=item33b120d9dc:g:ilmaaosw5dnwlhe9||||
http://dws.products.wdc/node531310a2e6691278b3a26e4685a31e99||bestbuy.com0.warc.nq.gz||||||||||||||||||||||||ballistic||||||||case||<http://schema.org/Product>||||||clear||||||||||||http://www.bestbuy.com/site/ballistic-jewel-hard-shell-case-for-lg-g4-cell-phones-clear/4474759.p?id=1219751665209&skuid=4474759||||
http://dws.products.wdc/node129ecaaf6c73f6771f7675faaac39fd3||ebay.com0.warc.nq.gz||||||2600mah||4.66 oz||||octa core||||128gb||2.7 in||||0.27 in||samsung||2560 x 1440 pixels||galaxy s6 edge||5.5 in||||<http://schema.org/Product>||||5.1 in||black sapphire||||16 mp||||887276077666||||http://www.ebay.com/itm/samsung-galaxy-s6-edge-black-128gb-unlocked-brand-new-/201517461124?hash=item2eeb606e84:g:zesaaosw--1ws3lr||||
http://dws.products.wdc/node428e96b21e13937b11f7ee5b4f34d6de||aliexpress.com1.warc.nq.gz||qualcomm||||2000mah||||||dual core||||8gb||||||slim(9mm-10mm)||nokia||800x480||lumia 720||||||<http://schema.org/Product>||windows mobile||127x67.5x9mm||||||||512m||||||http://www.aliexpress.com/item/original-unlocked-nokia-lumia-720-windows-phone-8-dual-core-camera-6-7mp-rom-8gb-4/2019290962.html?ws_ab_test=searchweb201556_1%2csearchweb201644_5_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_5%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=8dbbc40d-021f-4ba4-8827-4fdc41f58064&_escaped_fragment_=||||
http://dws.products.wdc/nodec04932b9fc62c556d56c6c3f9e6a3cf||ebay.com0.warc.nq.gz||||||2550 mah||||||||||32gb||||||||samsung||||galaxy s6||||||<http://schema.org/Product>||android||5.1 in||gold platinum||||16 mp||||does not apply||sm-g920pzdaspr||http://www.ebay.com/itm/used-rough-samsung-galaxy-s6-sm-g920p-32gb-gold-platinum-sprint-smartphone-/252269423762?hash=item3abc6dec92:g:msaaaoswnphwa6ye||||
http://dws.products.wdc/node2a6c10af69f3e1e8c7bb25b31fd24699||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||||5 in||gray||||5 mp||||821793040123||0p6b120||http://www.ebay.com/itm/htc-one-m8-0p6b120-gray-at-t-t-mobile-unlocked-gsm-6620247-/272122102767?hash=item3f5bbdc3ef:g:g7uaaoswx~dwsbia||||
http://dws.products.wdc/node3213db452e8c0bf4cb51d74c99012f3||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||m9||||||<http://schema.org/Product>||||||gold on gold||||20 mp||||4718487673025||m9gold||http://www.ebay.com/itm/htc-one-m9-plus-4g-lte-32gb-gold-on-gold-factory-unlocked-5-2-3gb-ram/181968811139?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20150604093004%26meid%3d3f53eb8a530f4f73a73b688870ab4188%26pid%3d100005%26rk%3d4%26rkt%3d6%26sd%3d262109412732&rt=nc||||
http://dws.products.wdc/node2ec6c368abc3ac4e89ff8bd29951b78||microcenter.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||gray||||||||840076111367||||http://www.microcenter.com/product/443299/highland_for_iphone_6_plus_-_gunmetal-gray||||
http://dws.products.wdc/node1a632a5d43525d4345fb65949e72fd76||ebay.com0.warc.nq.gz||||||2840mah||5.54 oz||||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||||<http://schema.org/Product>||||5 in||gold on silver||||20 mp||||400046320115||6729a||http://www.ebay.com/itm/mint-gold-silver-htc-one-m9-32gb-at-t-clean-imei-more-/321988940286?hash=item4af80951fe:g:hlsaaosw5dnwprfi||||
http://dws.products.wdc/node2f5f254fa24c1d266c1ce5124684531||shop.com0.warc.nq.gz||||||||||||octa-core||||32gb||2.7 in||||0.27 in||samsung||||galaxy s6||||||<http://schema.org/Product>||||5.1 in||black sapphire||||16 mp||||||sm-g920pzkaspr||http://www.shop.com/samsung+galaxy+s6+sm+g920i+32gb+blue+topaz+factory+unlocked+g920-1321419487-p+.xhtml||||
http://dws.products.wdc/node9bb765c3a0e1ade12ccb883eb4893d||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||||||||||||||||6735a||http://www.ebay.com/itm/in-plastic-htc-one-m9-32gb-gunmetal-gray-at-t-straight-talk-clean-esn/231766556591?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34864%26meid%3dda33dc9125404ce3b60a1246c02f578c%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d252265991341||||
http://dws.products.wdc/node0998e335ef295a25624b8ca3a591d1||ebay.com0.warc.nq.gz||||||||||||||||||||||||htc||||one m8||||||<http://schema.org/Product>||||5 in||gray||||5 mp||||||||http://www.ebay.com/itm/htc-one-m8-latest-model-32gb-gray-unlocked-smartphone-new-phone-/151971882432?hash=item23623ae5c0:g:zjyaaoswzhvwsaa0||||
http://dws.products.wdc/nodedb5f5110526cd3a1c57621edd12644a3||newegg.com0.warc.nq.gz||||||||4.87 oz||||octa-core||5 mp||32gb||||||||samsung||577 ppi||galaxy s6||||||<http://schema.org/Product>||android 5.0 lollipop||5.1 in||white||5.65 x 2.78 x 0.27 in||16 mp||3gb||||g920a 32gb white||http://www.newegg.com/product/product.aspx?item=n82e16875169135&cm_re=samsung_galaxy_s6-_-75-169-135-_-product||||
